Node,Depth
3438,0
3438,0
3438,0
1757,13
1757,0
1757,0
1757,0
1757,0
3104,11
3104,0
3104,0
3104,0
3104,0
1226,13
1226,0
1226,0
1226,0
1226,0
447,11
447,0
447,0
447,0
447,0
632,11
632,0
632,0
632,0
632,0
2317,14
2317,0
2317,0
2317,0
2317,0
2322,10
2322,0
2322,0
2322,0
2322,0
2963,15
2963,0
2963,0
2963,0
2963,0
1499,15
1499,0
1499,0
1499,0
1499,0
549,12
549,0
549,0
549,0
549,0
1259,10
1259,0
1259,0
1259,0
1259,0
3405,14
3405,0
3405,0
3405,0
3405,0
2686,19
2686,0
2686,0
2686,0
2686,0
2877,11
2877,0
2877,0
2877,0
2877,0
1429,11
1429,0
1429,0
1429,0
1429,0
2080,18
2080,0
2080,0
2080,0
2080,0
651,10
651,0
651,0
651,0
651,0
2039,14
2039,0
2039,0
2039,0
2039,0
2345,10
2345,0
2345,0
2345,0
2345,0
1394,13
1394,0
1394,0
1394,0
1394,0
1321,11
1321,0
1321,0
1321,0
1321,0
1657,15
1657,0
1657,0
1657,0
1657,0
2828,13
2828,0
2828,0
2828,0
2828,0
2185,16
2185,0
2185,0
2185,0
2185,0
1566,13
1566,0
1566,0
1566,0
1566,0
3076,16
3076,0
3076,0
3076,0
3076,0
1871,13
1871,0
1871,0
1871,0
1871,0
2440,19
2440,0
2440,0
2440,0
2440,0
3630,17
3630,0
3630,0
3630,0
3630,0
3617,11
3617,0
3617,0
3617,0
3617,0
1684,13
1684,0
1684,0
1684,0
1684,0
2085,9
2085,0
2085,0
2085,0
2085,0
2158,10
2158,0
2158,0
2158,0
2158,0
2326,11
2326,0
2326,0
2326,0
2326,0
1631,10
1631,0
1631,0
1631,0
1631,0
2995,13
2995,0
2995,0
2995,0
2995,0
1433,10
1433,0
1433,0
1433,0
1433,0
2804,15
2804,0
2804,0
2804,0
2804,0
2562,17
2562,0
2562,0
2562,0
2562,0
242,22
242,0
242,0
242,0
242,0
67,13
67,0
67,0
67,0
67,0
1593,13
1593,0
1593,0
1593,0
1593,0
2750,9
2750,0
2750,0
2750,0
2750,0
266,15
266,0
266,0
266,0
266,0
739,18
739,0
739,0
739,0
739,0
1686,15
1686,0
1686,0
1686,0
1686,0
2982,13
2982,0
2982,0
2982,0
2982,0
177,12
177,0
177,0
177,0
177,0
3171,18
3171,0
3171,0
3171,0
3171,0
121,8
121,0
121,0
121,0
121,0
1099,30
1099,0
1099,0
1099,0
1099,0
637,10
637,0
637,0
637,0
637,0
3602,13
3602,0
3602,0
3602,0
3602,0
366,16
366,0
366,0
366,0
366,0
2414,20
2414,0
2414,0
2414,0
2414,0
2132,12
2132,0
2132,0
2132,0
2132,0
949,11
949,0
949,0
949,0
949,0
1047,17
1047,0
1047,0
1047,0
1047,0
1711,10
1711,0
1711,0
1711,0
1711,0
2571,15
2571,0
2571,0
2571,0
2571,0
2691,10
2691,0
2691,0
2691,0
2691,0
3158,15
3158,0
3158,0
3158,0
3158,0
2038,15
2038,0
2038,0
2038,0
2038,0
268,12
268,0
268,0
268,0
268,0
821,12
821,0
821,0
821,0
821,0
974,11
974,0
974,0
974,0
974,0
2530,16
2530,0
2530,0
2530,0
2530,0
789,11
789,0
789,0
789,0
789,0
1087,10
1087,0
1087,0
1087,0
1087,0
2238,19
2238,0
2238,0
2238,0
2238,0
102,14
102,0
102,0
102,0
102,0
374,15
374,0
374,0
374,0
374,0
2734,15
2734,0
2734,0
2734,0
2734,0
1391,14
1391,0
1391,0
1391,0
1391,0
1926,21
1926,0
1926,0
1926,0
1926,0
43,13
43,0
43,0
43,0
43,0
1861,12
1861,0
1861,0
1861,0
1861,0
3299,16
3299,0
3299,0
3299,0
3299,0
1001,15
1001,0
1001,0
1001,0
1001,0
224,18
224,0
224,0
224,0
224,0
2522,17
2522,0
2522,0
2522,0
2522,0
1216,16
1216,0
1216,0
1216,0
1216,0
1937,13
1937,0
1937,0
1937,0
1937,0
1602,15
1602,0
1602,0
1602,0
1602,0
1636,14
1636,0
1636,0
1636,0
1636,0
888,18
888,0
888,0
888,0
888,0
2699,13
2699,0
2699,0
2699,0
2699,0
136,15
136,0
136,0
136,0
136,0
2868,17
2868,0
2868,0
2868,0
2868,0
2081,18
2081,0
2081,0
2081,0
2081,0
1406,15
1406,0
1406,0
1406,0
1406,0
2607,10
2607,0
2607,0
2607,0
2607,0
2006,14
2006,0
2006,0
2006,0
2006,0
2906,18
2906,0
2906,0
2906,0
2906,0
1661,14
1661,0
1661,0
1661,0
1661,0
1970,10
1970,0
1970,0
1970,0
1970,0
3608,11
3608,0
3608,0
3608,0
3608,0
316,18
316,0
316,0
316,0
316,0
1247,12
1247,0
1247,0
1247,0
1247,0
3265,13
3265,0
3265,0
3265,0
3265,0
1031,13
1031,0
1031,0
1031,0
1031,0
2487,18
2487,0
2487,0
2487,0
2487,0
615,17
615,0
615,0
615,0
615,0
2108,15
2108,0
2108,0
2108,0
2108,0
3389,14
3389,0
3389,0
3389,0
3389,0
3538,14
3538,0
3538,0
3538,0
3538,0
3468,10
3468,0
3468,0
3468,0
3468,0
2416,15
2416,0
2416,0
2416,0
2416,0
601,13
601,0
601,0
601,0
601,0
3551,9
3551,0
3551,0
3551,0
3551,0
3413,13
3413,0
3413,0
3413,0
3413,0
2283,13
2283,0
2283,0
2283,0
2283,0
911,14
911,0
911,0
911,0
911,0
388,11
388,0
388,0
388,0
388,0
1538,22
1538,0
1538,0
1538,0
1538,0
894,10
894,0
894,0
894,0
894,0
3211,16
3211,0
3211,0
3211,0
3211,0
2044,16
2044,0
2044,0
2044,0
2044,0
1950,12
1950,0
1950,0
1950,0
1950,0
2094,11
2094,0
2094,0
2094,0
2094,0
137,11
137,0
137,0
137,0
137,0
2160,12
2160,0
2160,0
2160,0
2160,0
926,13
926,0
926,0
926,0
926,0
1668,14
1668,0
1668,0
1668,0
1668,0
621,15
621,0
621,0
621,0
621,0
3513,14
3513,0
3513,0
3513,0
3513,0
1477,15
1477,0
1477,0
1477,0
1477,0
1162,12
1162,0
1162,0
1162,0
1162,0
563,10
563,0
563,0
563,0
563,0
145,13
145,0
145,0
145,0
145,0
1488,14
1488,0
1488,0
1488,0
1488,0
3566,14
3566,0
3566,0
3566,0
3566,0
445,12
445,0
445,0
445,0
445,0
2921,21
2921,0
2921,0
2921,0
2921,0
458,12
458,0
458,0
458,0
458,0
2062,20
2062,0
2062,0
2062,0
2062,0
2434,14
2434,0
2434,0
2434,0
2434,0
1065,19
1065,0
1065,0
1065,0
1065,0
2430,10
2430,0
2430,0
2430,0
2430,0
3460,13
3460,0
3460,0
3460,0
3460,0
594,13
594,0
594,0
594,0
594,0
1071,13
1071,0
1071,0
1071,0
1071,0
1702,16
1702,0
1702,0
1702,0
1702,0
3423,9
3423,0
3423,0
3423,0
3423,0
3502,10
3502,0
3502,0
3502,0
3502,0
1158,13
1158,0
1158,0
1158,0
1158,0
249,17
249,0
249,0
249,0
249,0
2799,18
2799,0
2799,0
2799,0
2799,0
580,11
580,0
580,0
580,0
580,0
560,7
560,0
560,0
560,0
560,0
1285,19
1285,0
1285,0
1285,0
1285,0
3587,12
3587,0
3587,0
3587,0
3587,0
1357,15
1357,0
1357,0
1357,0
1357,0
3297,13
3297,0
3297,0
3297,0
3297,0
1957,12
1957,0
1957,0
1957,0
1957,0
1227,12
1227,0
1227,0
1227,0
1227,0
27,19
27,0
27,0
27,0
27,0
3489,14
3489,0
3489,0
3489,0
3489,0
3084,18
3084,0
3084,0
3084,0
3084,0
1669,10
1669,0
1669,0
1669,0
1669,0
2894,12
2894,0
2894,0
2894,0
2894,0
1201,15
1201,0
1201,0
1201,0
1201,0
2074,17
2074,0
2074,0
2074,0
2074,0
1112,17
1112,0
1112,0
1112,0
1112,0
3475,11
3475,0
3475,0
3475,0
3475,0
1603,19
1603,0
1603,0
1603,0
1603,0
951,18
951,0
951,0
951,0
951,0
721,17
721,0
721,0
721,0
721,0
3635,16
3635,0
3635,0
3635,0
3635,0
1708,17
1708,0
1708,0
1708,0
1708,0
1570,15
1570,0
1570,0
1570,0
1570,0
2927,10
2927,0
2927,0
2927,0
2927,0
3729,8
3729,0
3729,0
3729,0
3729,0
419,18
419,0
419,0
419,0
419,0
142,9
142,0
142,0
142,0
142,0
723,11
723,0
723,0
723,0
723,0
3412,12
3412,0
3412,0
3412,0
3412,0
2480,16
2480,0
2480,0
2480,0
2480,0
425,10
425,0
425,0
425,0
425,0
2241,14
2241,0
2241,0
2241,0
2241,0
3547,16
3547,0
3547,0
3547,0
3547,0
851,17
851,0
851,0
851,0
851,0
3414,9
3414,0
3414,0
3414,0
3414,0
1172,17
1172,0
1172,0
1172,0
1172,0
742,10
742,0
742,0
742,0
742,0
2898,16
2898,0
2898,0
2898,0
2898,0
1371,14
1371,0
1371,0
1371,0
1371,0
626,13
626,0
626,0
626,0
626,0
2770,16
2770,0
2770,0
2770,0
2770,0
3166,12
3166,0
3166,0
3166,0
3166,0
3419,6
3419,0
3419,0
3419,0
3419,0
2124,21
2124,0
2124,0
2124,0
2124,0
1300,16
1300,0
1300,0
1300,0
1300,0
226,13
226,0
226,0
226,0
226,0
3164,13
3164,0
3164,0
3164,0
3164,0
1074,17
1074,0
1074,0
1074,0
1074,0
2077,10
2077,0
2077,0
2077,0
2077,0
2841,17
2841,0
2841,0
2841,0
2841,0
2236,13
2236,0
2236,0
2236,0
2236,0
2926,10
2926,0
2926,0
2926,0
2926,0
1550,18
1550,0
1550,0
1550,0
1550,0
1011,15
1011,0
1011,0
1011,0
1011,0
197,13
197,0
197,0
197,0
197,0
3678,18
3678,0
3678,0
3678,0
3678,0
3470,11
3470,0
3470,0
3470,0
3470,0
873,13
873,0
873,0
873,0
873,0
1677,17
1677,0
1677,0
1677,0
1677,0
3190,17
3190,0
3190,0
3190,0
3190,0
711,14
711,0
711,0
711,0
711,0
459,11
459,0
459,0
459,0
459,0
2211,16
2211,0
2211,0
2211,0
2211,0
101,14
101,0
101,0
101,0
101,0
429,10
429,0
429,0
429,0
429,0
2627,16
2627,0
2627,0
2627,0
2627,0
3134,16
3134,0
3134,0
3134,0
3134,0
753,13
753,0
753,0
753,0
753,0
1619,16
1619,0
1619,0
1619,0
1619,0
437,11
437,0
437,0
437,0
437,0
3314,18
3314,0
3314,0
3314,0
3314,0
2034,22
2034,0
2034,0
2034,0
2034,0
3498,13
3498,0
3498,0
3498,0
3498,0
2751,11
2751,0
2751,0
2751,0
2751,0
1128,21
1128,0
1128,0
1128,0
1128,0
2893,13
2893,0
2893,0
2893,0
2893,0
2925,7
2925,0
2925,0
2925,0
2925,0
2214,14
2214,0
2214,0
2214,0
2214,0
3234,18
3234,0
3234,0
3234,0
3234,0
3274,11
3274,0
3274,0
3274,0
3274,0
1288,17
1288,0
1288,0
1288,0
1288,0
596,12
596,0
596,0
596,0
596,0
1922,21
1922,0
1922,0
1922,0
1922,0
3520,17
3520,0
3520,0
3520,0
3520,0
2855,12
2855,0
2855,0
2855,0
2855,0
1709,9
1709,0
1709,0
1709,0
1709,0
1520,17
1520,0
1520,0
1520,0
1520,0
3367,13
3367,0
3367,0
3367,0
3367,0
1458,12
1458,0
1458,0
1458,0
1458,0
2552,23
2552,0
2552,0
2552,0
2552,0
2509,13
2509,0
2509,0
2509,0
2509,0
2684,15
2684,0
2684,0
2684,0
2684,0
2408,19
2408,0
2408,0
2408,0
2408,0
1508,9
1508,0
1508,0
1508,0
1508,0
831,18
831,0
831,0
831,0
831,0
3237,15
3237,0
3237,0
3237,0
3237,0
2043,16
2043,0
2043,0
2043,0
2043,0
1490,10
1490,0
1490,0
1490,0
1490,0
3402,16
3402,0
3402,0
3402,0
3402,0
3283,10
3283,0
3283,0
3283,0
3283,0
2375,16
2375,0
2375,0
2375,0
2375,0
614,13
614,0
614,0
614,0
614,0
410,13
410,0
410,0
410,0
410,0
3293,11
3293,0
3293,0
3293,0
3293,0
2543,10
2543,0
2543,0
2543,0
2543,0
53,6
53,0
53,0
53,0
53,0
3095,16
3095,0
3095,0
3095,0
3095,0
1563,20
1563,0
1563,0
1563,0
1563,0
1852,14
1852,0
1852,0
1852,0
1852,0
500,17
500,0
500,0
500,0
500,0
3192,15
3192,0
3192,0
3192,0
3192,0
2427,14
2427,0
2427,0
2427,0
2427,0
3013,22
3013,0
3013,0
3013,0
3013,0
1979,15
1979,0
1979,0
1979,0
1979,0
2915,12
2915,0
2915,0
2915,0
2915,0
1938,11
1938,0
1938,0
1938,0
1938,0
799,16
799,0
799,0
799,0
799,0
2031,12
2031,0
2031,0
2031,0
2031,0
2974,12
2974,0
2974,0
2974,0
2974,0
1904,14
1904,0
1904,0
1904,0
1904,0
3656,19
3656,0
3656,0
3656,0
3656,0
985,18
985,0
985,0
985,0
985,0
70,15
70,0
70,0
70,0
70,0
1505,11
1505,0
1505,0
1505,0
1505,0
2796,20
2796,0
2796,0
2796,0
2796,0
1777,12
1777,0
1777,0
1777,0
1777,0
991,13
991,0
991,0
991,0
991,0
2580,18
2580,0
2580,0
2580,0
2580,0
522,19
522,0
522,0
522,0
522,0
1746,16
1746,0
1746,0
1746,0
1746,0
3579,15
3579,0
3579,0
3579,0
3579,0
1174,18
1174,0
1174,0
1174,0
1174,0
305,18
305,0
305,0
305,0
305,0
859,12
859,0
859,0
859,0
859,0
3036,19
3036,0
3036,0
3036,0
3036,0
2092,26
2092,0
2092,0
2092,0
2092,0
1998,13
1998,0
1998,0
1998,0
1998,0
2274,17
2274,0
2274,0
2274,0
2274,0
2273,7
2273,0
2273,0
2273,0
2273,0
734,21
734,0
734,0
734,0
734,0
357,12
357,0
357,0
357,0
357,0
2174,20
2174,0
2174,0
2174,0
2174,0
2262,9
2262,0
2262,0
2262,0
2262,0
1925,14
1925,0
1925,0
1925,0
1925,0
1617,14
1617,0
1617,0
1617,0
1617,0
3278,17
3278,0
3278,0
3278,0
3278,0
3329,15
3329,0
3329,0
3329,0
3329,0
1135,13
1135,0
1135,0
1135,0
1135,0
1765,13
1765,0
1765,0
1765,0
1765,0
1829,12
1829,0
1829,0
1829,0
1829,0
1836,10
1836,0
1836,0
1836,0
1836,0
3432,16
3432,0
3432,0
3432,0
3432,0
2539,19
2539,0
2539,0
2539,0
2539,0
2667,14
2667,0
2667,0
2667,0
2667,0
1581,20
1581,0
1581,0
1581,0
1581,0
1346,17
1346,0
1346,0
1346,0
1346,0
2785,14
2785,0
2785,0
2785,0
2785,0
1013,11
1013,0
1013,0
1013,0
1013,0
2456,25
2456,0
2456,0
2456,0
2456,0
1475,10
1475,0
1475,0
1475,0
1475,0
811,13
811,0
811,0
811,0
811,0
2936,17
2936,0
2936,0
2936,0
2936,0
735,7
735,0
735,0
735,0
735,0
258,15
258,0
258,0
258,0
258,0
2658,15
2658,0
2658,0
2658,0
2658,0
2637,10
2637,0
2637,0
2637,0
2637,0
301,11
301,0
301,0
301,0
301,0
1649,27
1649,0
1649,0
1649,0
1649,0
3481,14
3481,0
3481,0
3481,0
3481,0
125,15
125,0
125,0
125,0
125,0
3009,14
3009,0
3009,0
3009,0
3009,0
1869,13
1869,0
1869,0
1869,0
1869,0
2229,12
2229,0
2229,0
2229,0
2229,0
2343,11
2343,0
2343,0
2343,0
2343,0
1707,13
1707,0
1707,0
1707,0
1707,0
3387,13
3387,0
3387,0
3387,0
3387,0
3031,8
3031,0
3031,0
3031,0
3031,0
3530,11
3530,0
3530,0
3530,0
3530,0
1946,18
1946,0
1946,0
1946,0
1946,0
1345,18
1345,0
1345,0
1345,0
1345,0
2432,12
2432,0
2432,0
2432,0
2432,0
2114,16
2114,0
2114,0
2114,0
2114,0
1038,19
1038,0
1038,0
1038,0
1038,0
2058,17
2058,0
2058,0
2058,0
2058,0
3348,16
3348,0
3348,0
3348,0
3348,0
1688,17
1688,0
1688,0
1688,0
1688,0
1471,9
1471,0
1471,0
1471,0
1471,0
910,18
910,0
910,0
910,0
910,0
2318,20
2318,0
2318,0
2318,0
2318,0
818,11
818,0
818,0
818,0
818,0
3123,15
3123,0
3123,0
3123,0
3123,0
2475,18
2475,0
2475,0
2475,0
2475,0
2169,14
2169,0
2169,0
2169,0
2169,0
3365,11
3365,0
3365,0
3365,0
3365,0
2905,18
2905,0
2905,0
2905,0
2905,0
304,8
304,0
304,0
304,0
304,0
1845,17
1845,0
1845,0
1845,0
1845,0
2494,14
2494,0
2494,0
2494,0
2494,0
375,13
375,0
375,0
375,0
375,0
1919,13
1919,0
1919,0
1919,0
1919,0
282,12
282,0
282,0
282,0
282,0
3239,13
3239,0
3239,0
3239,0
3239,0
1652,18
1652,0
1652,0
1652,0
1652,0
2474,15
2474,0
2474,0
2474,0
2474,0
2993,13
2993,0
2993,0
2993,0
2993,0
1804,19
1804,0
1804,0
1804,0
1804,0
2121,12
2121,0
2121,0
2121,0
2121,0
2966,11
2966,0
2966,0
2966,0
2966,0
824,15
824,0
824,0
824,0
824,0
2136,17
2136,0
2136,0
2136,0
2136,0
3010,10
3010,0
3010,0
3010,0
3010,0
2235,13
2235,0
2235,0
2235,0
2235,0
3259,10
3259,0
3259,0
3259,0
3259,0
2299,15
2299,0
2299,0
2299,0
2299,0
661,19
661,0
661,0
661,0
661,0
619,9
619,0
619,0
619,0
619,0
1527,19
1527,0
1527,0
1527,0
1527,0
2063,14
2063,0
2063,0
2063,0
2063,0
2904,15
2904,0
2904,0
2904,0
2904,0
453,18
453,0
453,0
453,0
453,0
727,11
727,0
727,0
727,0
727,0
2682,16
2682,0
2682,0
2682,0
2682,0
3430,13
3430,0
3430,0
3430,0
3430,0
386,12
386,0
386,0
386,0
386,0
1338,18
1338,0
1338,0
1338,0
1338,0
1872,14
1872,0
1872,0
1872,0
1872,0
194,17
194,0
194,0
194,0
194,0
1205,19
1205,0
1205,0
1205,0
1205,0
3373,10
3373,0
3373,0
3373,0
3373,0
829,12
829,0
829,0
829,0
829,0
1027,11
1027,0
1027,0
1027,0
1027,0
2830,18
2830,0
2830,0
2830,0
2830,0
1111,10
1111,0
1111,0
1111,0
1111,0
1159,9
1159,0
1159,0
1159,0
1159,0
3499,12
3499,0
3499,0
3499,0
3499,0
2900,13
2900,0
2900,0
2900,0
2900,0
2793,10
2793,0
2793,0
2793,0
2793,0
2500,16
2500,0
2500,0
2500,0
2500,0
1363,12
1363,0
1363,0
1363,0
1363,0
1758,16
1758,0
1758,0
1758,0
1758,0
1390,11
1390,0
1390,0
1390,0
1390,0
3209,19
3209,0
3209,0
3209,0
3209,0
2481,11
2481,0
2481,0
2481,0
2481,0
1117,14
1117,0
1117,0
1117,0
1117,0
2260,15
2260,0
2260,0
2260,0
2260,0
1921,9
1921,0
1921,0
1921,0
1921,0
2045,13
2045,0
2045,0
2045,0
2045,0
1913,9
1913,0
1913,0
1913,0
1913,0
2811,15
2811,0
2811,0
2811,0
2811,0
1671,13
1671,0
1671,0
1671,0
1671,0
3135,14
3135,0
3135,0
3135,0
3135,0
2985,14
2985,0
2985,0
2985,0
2985,0
555,16
555,0
555,0
555,0
555,0
84,12
84,0
84,0
84,0
84,0
1120,15
1120,0
1120,0
1120,0
1120,0
2507,14
2507,0
2507,0
2507,0
2507,0
923,20
923,0
923,0
923,0
923,0
1934,17
1934,0
1934,0
1934,0
1934,0
2245,14
2245,0
2245,0
2245,0
2245,0
3240,13
3240,0
3240,0
3240,0
3240,0
1943,10
1943,0
1943,0
1943,0
1943,0
1694,15
1694,0
1694,0
1694,0
1694,0
505,9
505,0
505,0
505,0
505,0
170,13
170,0
170,0
170,0
170,0
2708,23
2708,0
2708,0
2708,0
2708,0
920,13
920,0
920,0
920,0
920,0
1886,17
1886,0
1886,0
1886,0
1886,0
1024,14
1024,0
1024,0
1024,0
1024,0
3023,9
3023,0
3023,0
3023,0
3023,0
3447,14
3447,0
3447,0
3447,0
3447,0
698,21
698,0
698,0
698,0
698,0
2992,11
2992,0
2992,0
2992,0
2992,0
2183,20
2183,0
2183,0
2183,0
2183,0
283,11
283,0
283,0
283,0
283,0
3496,11
3496,0
3496,0
3496,0
3496,0
3660,11
3660,0
3660,0
3660,0
3660,0
741,18
741,0
741,0
741,0
741,0
2774,12
2774,0
2774,0
2774,0
2774,0
3325,19
3325,0
3325,0
3325,0
3325,0
699,7
699,0
699,0
699,0
699,0
668,11
668,0
668,0
668,0
668,0
420,13
420,0
420,0
420,0
420,0
3141,17
3141,0
3141,0
3141,0
3141,0
1797,20
1797,0
1797,0
1797,0
1797,0
171,7
171,0
171,0
171,0
171,0
2351,23
2351,0
2351,0
2351,0
2351,0
2860,16
2860,0
2860,0
2860,0
2860,0
2822,11
2822,0
2822,0
2822,0
2822,0
2808,8
2808,0
2808,0
2808,0
2808,0
863,17
863,0
863,0
863,0
863,0
879,13
879,0
879,0
879,0
879,0
2922,16
2922,0
2922,0
2922,0
2922,0
2876,12
2876,0
2876,0
2876,0
2876,0
1057,18
1057,0
1057,0
1057,0
1057,0
3376,15
3376,0
3376,0
3376,0
3376,0
343,19
343,0
343,0
343,0
343,0
2941,15
2941,0
2941,0
2941,0
2941,0
2526,20
2526,0
2526,0
2526,0
2526,0
2477,11
2477,0
2477,0
2477,0
2477,0
2347,13
2347,0
2347,0
2347,0
2347,0
992,15
992,0
992,0
992,0
992,0
131,10
131,0
131,0
131,0
131,0
2554,22
2554,0
2554,0
2554,0
2554,0
3316,14
3316,0
3316,0
3316,0
3316,0
1594,22
1594,0
1594,0
1594,0
1594,0
1811,14
1811,0
1811,0
1811,0
1811,0
798,17
798,0
798,0
798,0
798,0
3705,16
3705,0
3705,0
3705,0
3705,0
2447,17
2447,0
2447,0
2447,0
2447,0
1493,17
1493,0
1493,0
1493,0
1493,0
3224,21
3224,0
3224,0
3224,0
3224,0
986,12
986,0
986,0
986,0
986,0
3686,14
3686,0
3686,0
3686,0
3686,0
616,16
616,0
616,0
616,0
616,0
796,9
796,0
796,0
796,0
796,0
837,9
837,0
837,0
837,0
837,0
1423,17
1423,0
1423,0
1423,0
1423,0
1318,20
1318,0
1318,0
1318,0
1318,0
2498,16
2498,0
2498,0
2498,0
2498,0
806,13
806,0
806,0
806,0
806,0
2514,12
2514,0
2514,0
2514,0
2514,0
3208,8
3208,0
3208,0
3208,0
3208,0
2847,13
2847,0
2847,0
2847,0
2847,0
1731,21
1731,0
1731,0
1731,0
1731,0
2485,11
2485,0
2485,0
2485,0
2485,0
3352,18
3352,0
3352,0
3352,0
3352,0
363,14
363,0
363,0
363,0
363,0
289,8
289,0
289,0
289,0
289,0
996,16
996,0
996,0
996,0
996,0
1908,17
1908,0
1908,0
1908,0
1908,0
2827,11
2827,0
2827,0
2827,0
2827,0
3600,16
3600,0
3600,0
3600,0
3600,0
2470,16
2470,0
2470,0
2470,0
2470,0
1780,12
1780,0
1780,0
1780,0
1780,0
1927,12
1927,0
1927,0
1927,0
1927,0
1294,16
1294,0
1294,0
1294,0
1294,0
133,10
133,0
133,0
133,0
133,0
890,19
890,0
890,0
890,0
890,0
2402,18
2402,0
2402,0
2402,0
2402,0
2747,15
2747,0
2747,0
2747,0
2747,0
184,14
184,0
184,0
184,0
184,0
800,13
800,0
800,0
800,0
800,0
1506,15
1506,0
1506,0
1506,0
1506,0
1440,16
1440,0
1440,0
1440,0
1440,0
718,16
718,0
718,0
718,0
718,0
3201,15
3201,0
3201,0
3201,0
3201,0
1974,23
1974,0
1974,0
1974,0
1974,0
3471,11
3471,0
3471,0
3471,0
3471,0
705,11
705,0
705,0
705,0
705,0
2672,20
2672,0
2672,0
2672,0
2672,0
558,14
558,0
558,0
558,0
558,0
482,15
482,0
482,0
482,0
482,0
1151,17
1151,0
1151,0
1151,0
1151,0
2589,15
2589,0
2589,0
2589,0
2589,0
1164,14
1164,0
1164,0
1164,0
1164,0
155,13
155,0
